;Hours;Oslo
27.04.2019;23 - 00;304,99
28.04.2019;00 - 01;302,73
28.04.2019;01 - 02;281,51
28.04.2019;02 - 03;290,72
28.04.2019;03 - 04;281,02
28.04.2019;04 - 05;286,16
28.04.2019;05 - 06;290,33
28.04.2019;06 - 07;297,6
28.04.2019;07 - 08;306,8
28.04.2019;08 - 09;310,58
28.04.2019;09 - 10;333,45
28.04.2019;10 - 11;334,13
28.04.2019;11 - 12;344,3
28.04.2019;12 - 13;315,91
28.04.2019;13 - 14;304,67
28.04.2019;14 - 15;294,59
28.04.2019;15 - 16;288,49
28.04.2019;16 - 17;347,6
28.04.2019;17 - 18;365,33
28.04.2019;18 - 19;388,78
28.04.2019;19 - 20;393,14
28.04.2019;20 - 21;398,38
28.04.2019;21 - 22;401,77
28.04.2019;22 - 23;396,73
28.04.2019;23 - 00;389,75
29.04.2019;00 - 01;373,37
29.04.2019;01 - 02;350,99
29.04.2019;02 - 03;344,69
29.04.2019;03 - 04;339,26
29.04.2019;04 - 05;331,22
29.04.2019;05 - 06;364,07
29.04.2019;06 - 07;401,48
29.04.2019;07 - 08;417,76
29.04.2019;08 - 09;426,19
29.04.2019;09 - 10;423,38
29.04.2019;10 - 11;419,11
29.04.2019;11 - 12;421,73
29.04.2019;12 - 13;416,69
29.04.2019;13 - 14;411,75
29.04.2019;14 - 15;394,11
29.04.2019;15 - 16;381,9
29.04.2019;16 - 17;386,65
29.04.2019;17 - 18;400,12
29.04.2019;18 - 19;398,76
29.04.2019;19 - 20;396,44
29.04.2019;20 - 21;403,12
29.04.2019;21 - 22;399,25
29.04.2019;22 - 23;387,33
29.04.2019;23 - 00;360,49
30.04.2019;00 - 01;336,45
30.04.2019;01 - 02;338,48
30.04.2019;02 - 03;339,06
30.04.2019;03 - 04;341,39
30.04.2019;04 - 05;333,64
30.04.2019;05 - 06;358,83
30.04.2019;06 - 07;386,92
30.04.2019;07 - 08;409,39
30.04.2019;08 - 09;414,24
30.04.2019;09 - 10;413,17
30.04.2019;10 - 11;410,07
30.04.2019;11 - 12;406
30.04.2019;12 - 13;392,93
30.04.2019;13 - 14;365,22
30.04.2019;14 - 15;387,31
30.04.2019;15 - 16;381,78
30.04.2019;16 - 17;382,75
30.04.2019;17 - 18;400,09
30.04.2019;18 - 19;409,39
30.04.2019;19 - 20;408,81
30.04.2019;20 - 21;398,83
30.04.2019;21 - 22;393,89
30.04.2019;22 - 23;383,63
30.04.2019;23 - 00;376,65
01.05.2019;00 - 01;367,4
01.05.2019;01 - 02;340,6
01.05.2019;02 - 03;315,74
01.05.2019;03 - 04;301,43
01.05.2019;04 - 05;302,1
01.05.2019;05 - 06;287,5
01.05.2019;06 - 07;290,11
01.05.2019;07 - 08;327,54
01.05.2019;08 - 09;365,95
01.05.2019;09 - 10;370,3
01.05.2019;10 - 11;369,24
01.05.2019;11 - 12;364,01
01.05.2019;12 - 13;371,37
01.05.2019;13 - 14;371,95
01.05.2019;14 - 15;370,4
01.05.2019;15 - 16;369,72
01.05.2019;16 - 17;352,6
01.05.2019;17 - 18;340,89
01.05.2019;18 - 19;346,31
01.05.2019;19 - 20;368,95
01.05.2019;20 - 21;364,3
01.05.2019;21 - 22;373,2
01.05.2019;22 - 23;370,5
01.05.2019;23 - 00;357,82
02.05.2019;00 - 01;316,49
02.05.2019;01 - 02;345,51
02.05.2019;02 - 03;337,72
02.05.2019;03 - 04;324,86
02.05.2019;04 - 05;254,34
02.05.2019;05 - 06;301,09
02.05.2019;06 - 07;376
02.05.2019;07 - 08;392,17
02.05.2019;08 - 09;401,43
02.05.2019;09 - 10;398,02
02.05.2019;10 - 11;386,72
02.05.2019;11 - 12;377,76
02.05.2019;12 - 13;375,91
02.05.2019;13 - 14;376,59
02.05.2019;14 - 15;374,74
02.05.2019;15 - 16;365,29
02.05.2019;16 - 17;371,62
02.05.2019;17 - 18;381,65
02.05.2019;18 - 19;390,32
02.05.2019;19 - 20;396,17
02.05.2019;20 - 21;404,06
02.05.2019;21 - 22;406,3
02.05.2019;22 - 23;400,45
02.05.2019;23 - 00;393,24
03.05.2019;00 - 01;364,24
03.05.2019;01 - 02;354,6
03.05.2019;02 - 03;338,04
03.05.2019;03 - 04;341,84
03.05.2019;04 - 05;351,87
03.05.2019;05 - 06;369,3
03.05.2019;06 - 07;400,95
03.05.2019;07 - 08;416,63
03.05.2019;08 - 09;419,26
03.05.2019;09 - 10;416,15
03.05.2019;10 - 11;413,23
03.05.2019;11 - 12;408,36
03.05.2019;12 - 13;406,12
03.05.2019;13 - 14;388,78
03.05.2019;14 - 15;379,24
03.05.2019;15 - 16;363,65
03.05.2019;16 - 17;362,78
03.05.2019;17 - 18;387,71
03.05.2019;18 - 19;400,08
03.05.2019;19 - 20;410,89
03.05.2019;20 - 21;411,86
03.05.2019;21 - 22;412,74
03.05.2019;22 - 23;411,86
03.05.2019;23 - 00;406,12
04.05.2019;00 - 01;403,52
04.05.2019;01 - 02;395,79
04.05.2019;02 - 03;377,09
04.05.2019;03 - 04;365,74
04.05.2019;04 - 05;364,57
04.05.2019;05 - 06;368,58
04.05.2019;06 - 07;384,43
04.05.2019;07 - 08;402,74
04.05.2019;08 - 09;423,19
04.05.2019;09 - 10;426,91
04.05.2019;10 - 11;423,19
04.05.2019;11 - 12;417,42
04.05.2019;12 - 13;403,03
04.05.2019;13 - 14;394,81
04.05.2019;14 - 15;391,19
04.05.2019;15 - 16;387,27
04.05.2019;16 - 17;385,31
04.05.2019;17 - 18;396,28
04.05.2019;18 - 19;407,63
04.05.2019;19 - 20;421,82
04.05.2019;20 - 21;424,56
04.05.2019;21 - 22;427,99
04.05.2019;22 - 23;427,59
04.05.2019;23 - 00;423,97
05.05.2019;00 - 01;419,57
05.05.2019;01 - 02;409,18
05.05.2019;02 - 03;396,74
05.05.2019;03 - 04;384,98
05.05.2019;04 - 05;382,82
05.05.2019;05 - 06;390,46
05.05.2019;06 - 07;384,58
05.05.2019;07 - 08;393,21
05.05.2019;08 - 09;402,03
05.05.2019;09 - 10;406,93
05.05.2019;10 - 11;408,01
05.05.2019;11 - 12;406,83
05.05.2019;12 - 13;408,01
05.05.2019;13 - 14;406,24
05.05.2019;14 - 15;402,71
05.05.2019;15 - 16;400,46
05.05.2019;16 - 17;400,75
05.05.2019;17 - 18;405,26
05.05.2019;18 - 19;405,75
05.05.2019;19 - 20;410,85
05.05.2019;20 - 21;417,12
05.05.2019;21 - 22;416,93
05.05.2019;22 - 23;414,97
05.05.2019;23 - 00;406,34
06.05.2019;00 - 01;411,05
06.05.2019;01 - 02;404,68
06.05.2019;02 - 03;403,2
06.05.2019;03 - 04;400,46
06.05.2019;04 - 05;394,48
06.05.2019;05 - 06;408,79
06.05.2019;06 - 07;433,49
06.05.2019;07 - 08;451,23
06.05.2019;08 - 09;461,13
06.05.2019;09 - 10;443,19
06.05.2019;10 - 11;438,59
06.05.2019;11 - 12;438,39
06.05.2019;12 - 13;435,16
06.05.2019;13 - 14;425,75
06.05.2019;14 - 15;419,87
06.05.2019;15 - 16;413,5
06.05.2019;16 - 17;413,2
06.05.2019;17 - 18;425,94
06.05.2019;18 - 19;432,12
06.05.2019;19 - 20;432,41
06.05.2019;20 - 21;430,35
06.05.2019;21 - 22;431,82
06.05.2019;22 - 23;425,65
06.05.2019;23 - 00;419,57
07.05.2019;00 - 01;412,49
07.05.2019;01 - 02;403,97
07.05.2019;02 - 03;401,91
07.05.2019;03 - 04;402,2
07.05.2019;04 - 05;405,24
07.05.2019;05 - 06;418,57
07.05.2019;06 - 07;435,72
07.05.2019;07 - 08;445,33
07.05.2019;08 - 09;446,21
07.05.2019;09 - 10;441,01
07.05.2019;10 - 11;442,58
07.05.2019;11 - 12;436,11
07.05.2019;12 - 13;435,33
07.05.2019;13 - 14;431,51
07.05.2019;14 - 15;429,06
07.05.2019;15 - 16;424,45
07.05.2019;16 - 17;424,16
07.05.2019;17 - 18;430,63
07.05.2019;18 - 19;437,78
07.05.2019;19 - 20;441,7
07.05.2019;20 - 21;441,5
07.05.2019;21 - 22;441,6
07.05.2019;22 - 23;431,21
07.05.2019;23 - 00;426,9
08.05.2019;00 - 01;425,55
08.05.2019;01 - 02;415,71
08.05.2019;02 - 03;412,1
08.05.2019;03 - 04;408,98
08.05.2019;04 - 05;406,05
08.05.2019;05 - 06;410,93
08.05.2019;06 - 07;429,26
08.05.2019;07 - 08;463,28
08.05.2019;08 - 09;467,57
08.05.2019;09 - 10;448,85
08.05.2019;10 - 11;435,4
08.05.2019;11 - 12;425,07
08.05.2019;12 - 13;419,51
08.05.2019;13 - 14;415,51
08.05.2019;14 - 15;410,15
08.05.2019;15 - 16;404,79
08.05.2019;16 - 17;406,64
08.05.2019;17 - 18;406,25
08.05.2019;18 - 19;409,17
08.05.2019;19 - 20;411,22
08.05.2019;20 - 21;406,93
08.05.2019;21 - 22;404,2
08.05.2019;22 - 23;411,22
08.05.2019;23 - 00;404,79
09.05.2019;00 - 01;412,34
09.05.2019;01 - 02;410,47
09.05.2019;02 - 03;408,5
09.05.2019;03 - 04;408,5
09.05.2019;04 - 05;408,7
09.05.2019;05 - 06;417,84
09.05.2019;06 - 07;427,37
09.05.2019;07 - 08;442,01
09.05.2019;08 - 09;448,79
09.05.2019;09 - 10;439,75
09.05.2019;10 - 11;436,02
09.05.2019;11 - 12;434,35
09.05.2019;12 - 13;435,14
09.05.2019;13 - 14;436,41
09.05.2019;14 - 15;435,23
09.05.2019;15 - 16;433,46
09.05.2019;16 - 17;433,17
09.05.2019;17 - 18;436,22
09.05.2019;18 - 19;436,12
09.05.2019;19 - 20;435,04
09.05.2019;20 - 21;435,63
09.05.2019;21 - 22;435,14
09.05.2019;22 - 23;434,05
09.05.2019;23 - 00;430,22
10.05.2019;00 - 01;424,1
10.05.2019;01 - 02;417,83
10.05.2019;02 - 03;410,39
10.05.2019;03 - 04;401,58
10.05.2019;04 - 05;409,81
10.05.2019;05 - 06;415,48
10.05.2019;06 - 07;431,15
10.05.2019;07 - 08;444,36
10.05.2019;08 - 09;449,36
10.05.2019;09 - 10;447,01
10.05.2019;10 - 11;444,95
10.05.2019;11 - 12;438,69
10.05.2019;12 - 13;427,43
10.05.2019;13 - 14;421,26
10.05.2019;14 - 15;414,11
10.05.2019;15 - 16;410,2
10.05.2019;16 - 17;411,57
10.05.2019;17 - 18;420,87
10.05.2019;18 - 19;428,41
10.05.2019;19 - 20;427,43
10.05.2019;20 - 21;424,69
10.05.2019;21 - 22;426,55
10.05.2019;22 - 23;425,27
10.05.2019;23 - 00;422,83
11.05.2019;00 - 01;427,98
11.05.2019;01 - 02;415,62
11.05.2019;02 - 03;408,35
11.05.2019;03 - 04;407,57
11.05.2019;04 - 05;407,86
11.05.2019;05 - 06;409,63
11.05.2019;06 - 07;405,31
11.05.2019;07 - 08;402,96
11.05.2019;08 - 09;414,05
11.05.2019;09 - 10;421,89
11.05.2019;10 - 11;423,76
11.05.2019;11 - 12;422,39
11.05.2019;12 - 13;411,49
11.05.2019;13 - 14;406,69
11.05.2019;14 - 15;410,42
11.05.2019;15 - 16;409,04
11.05.2019;16 - 17;408,85
11.05.2019;17 - 18;408,16
11.05.2019;18 - 19;408,75
11.05.2019;19 - 20;411,2
11.05.2019;20 - 21;410,61
11.05.2019;21 - 22;416,89
11.05.2019;22 - 23;421,4
11.05.2019;23 - 00;418,85
12.05.2019;00 - 01;416,18
12.05.2019;01 - 02;414,12
12.05.2019;02 - 03;411,07
12.05.2019;03 - 04;404,79
12.05.2019;04 - 05;410,48
12.05.2019;05 - 06;405,47
12.05.2019;06 - 07;402,43
12.05.2019;07 - 08;409,89
12.05.2019;08 - 09;411,66
12.05.2019;09 - 10;412,06
12.05.2019;10 - 11;413,63
12.05.2019;11 - 12;413,73
12.05.2019;12 - 13;412,94
12.05.2019;13 - 14;412,74
12.05.2019;14 - 15;412,06
12.05.2019;15 - 16;410,29
12.05.2019;16 - 17;411,37
12.05.2019;17 - 18;409,89
12.05.2019;18 - 19;414,91
12.05.2019;19 - 20;405,67
12.05.2019;20 - 21;409,31
12.05.2019;21 - 22;414,91
12.05.2019;22 - 23;419,42
12.05.2019;23 - 00;419,33
13.05.2019;00 - 01;418,74
13.05.2019;01 - 02;414,02
13.05.2019;02 - 03;407,44
13.05.2019;03 - 04;408,91
13.05.2019;04 - 05;406,16
13.05.2019;05 - 06;415,99
13.05.2019;06 - 07;425,22
13.05.2019;07 - 08;435,05
13.05.2019;08 - 09;447,03
13.05.2019;09 - 10;432,79
13.05.2019;10 - 11;423,16
13.05.2019;11 - 12;412,74
13.05.2019;12 - 13;408,42
13.05.2019;13 - 14;407,34
13.05.2019;14 - 15;407,14
13.05.2019;15 - 16;406,75
13.05.2019;16 - 17;406,55
13.05.2019;17 - 18;412,25
13.05.2019;18 - 19;423,45
13.05.2019;19 - 20;430,23
13.05.2019;20 - 21;436,42
13.05.2019;21 - 22;436,72
13.05.2019;22 - 23;437,99
13.05.2019;23 - 00;426,2
14.05.2019;00 - 01;413,31
14.05.2019;01 - 02;405,46
14.05.2019;02 - 03;400,45
14.05.2019;03 - 04;401,33
14.05.2019;04 - 05;404,67
14.05.2019;05 - 06;413,31
14.05.2019;06 - 07;426,76
14.05.2019;07 - 08;446,31
14.05.2019;08 - 09;452,1
14.05.2019;09 - 10;441,69
14.05.2019;10 - 11;428,04
14.05.2019;11 - 12;426,17
14.05.2019;12 - 13;425,59
14.05.2019;13 - 14;423,62
14.05.2019;14 - 15;420,48
14.05.2019;15 - 16;414,19
14.05.2019;16 - 17;411,94
14.05.2019;17 - 18;415,67
14.05.2019;18 - 19;423,03
14.05.2019;19 - 20;428,63
14.05.2019;20 - 21;431,77
14.05.2019;21 - 22;429,81
14.05.2019;22 - 23;425,29
14.05.2019;23 - 00;413,8
15.05.2019;00 - 01;409,96
15.05.2019;01 - 02;401,14
15.05.2019;02 - 03;392,32
15.05.2019;03 - 04;392,9
15.05.2019;04 - 05;397,22
15.05.2019;05 - 06;408,98
15.05.2019;06 - 07;418,49
15.05.2019;07 - 08;439,47
15.05.2019;08 - 09;444,96
15.05.2019;09 - 10;437,8
15.05.2019;10 - 11;426,23
15.05.2019;11 - 12;418,1
15.05.2019;12 - 13;416,73
15.05.2019;13 - 14;415,06
15.05.2019;14 - 15;414,96
15.05.2019;15 - 16;413,98
15.05.2019;16 - 17;413,2
15.05.2019;17 - 18;414,27
15.05.2019;18 - 19;418,59
15.05.2019;19 - 20;423,1
15.05.2019;20 - 21;421,04
15.05.2019;21 - 22;416,14
15.05.2019;22 - 23;413
15.05.2019;23 - 00;402,61
16.05.2019;00 - 01;362,85
16.05.2019;01 - 02;355,4
16.05.2019;02 - 03;344,33
16.05.2019;03 - 04;338,54
16.05.2019;04 - 05;338,15
16.05.2019;05 - 06;383,14
16.05.2019;06 - 07;408,04
16.05.2019;07 - 08;419,7
16.05.2019;08 - 09;426,46
16.05.2019;09 - 10;425,78
16.05.2019;10 - 11;419,6
16.05.2019;11 - 12;416,76
16.05.2019;12 - 13;408,72
16.05.2019;13 - 14;404,7
16.05.2019;14 - 15;395,78
16.05.2019;15 - 16;394,51
16.05.2019;16 - 17;385,49
16.05.2019;17 - 18;395,39
16.05.2019;18 - 19;401,57
16.05.2019;19 - 20;406,86
16.05.2019;20 - 21;405,68
16.05.2019;21 - 22;402,06
16.05.2019;22 - 23;394,12
16.05.2019;23 - 00;372,16
17.05.2019;00 - 01;359,23
17.05.2019;01 - 02;353,97
17.05.2019;02 - 03;344,72
17.05.2019;03 - 04;340,04
17.05.2019;04 - 05;331,18
17.05.2019;05 - 06;363,13
17.05.2019;06 - 07;391,08
17.05.2019;07 - 08;408,42
17.05.2019;08 - 09;410,08
17.05.2019;09 - 10;409,59
17.05.2019;10 - 11;408,03
17.05.2019;11 - 12;404,13
17.05.2019;12 - 13;402,48
17.05.2019;13 - 14;396,63
17.05.2019;14 - 15;381,34
17.05.2019;15 - 16;374,91
17.05.2019;16 - 17;391,57
17.05.2019;17 - 18;402,96
17.05.2019;18 - 19;409,78
17.05.2019;19 - 20;409,98
17.05.2019;20 - 21;409,88
17.05.2019;21 - 22;410,17
17.05.2019;22 - 23;410,66
17.05.2019;23 - 00;409,88
18.05.2019;00 - 01;401,19
18.05.2019;01 - 02;379,94
18.05.2019;02 - 03;358,2
18.05.2019;03 - 04;341,45
18.05.2019;04 - 05;340,38
18.05.2019;05 - 06;327,26
18.05.2019;06 - 07;332,15
18.05.2019;07 - 08;354,87
18.05.2019;08 - 09;381,8
18.05.2019;09 - 10;379,55
18.05.2019;10 - 11;374,85
18.05.2019;11 - 12;364,56
18.05.2019;12 - 13;355,07
18.05.2019;13 - 14;347,72
18.05.2019;14 - 15;338,61
18.05.2019;15 - 16;336,36
18.05.2019;16 - 17;347,53
18.05.2019;17 - 18;378,76
18.05.2019;18 - 19;405,01
18.05.2019;19 - 20;412,06
18.05.2019;20 - 21;413,92
18.05.2019;21 - 22;412,84
18.05.2019;22 - 23;412,84
18.05.2019;23 - 00;409,8
19.05.2019;00 - 01;382,97
19.05.2019;01 - 02;358,2
19.05.2019;02 - 03;342,73
19.05.2019;03 - 04;333,23
19.05.2019;04 - 05;335,87
19.05.2019;05 - 06;333,23
19.05.2019;06 - 07;326,77
19.05.2019;07 - 08;333,33
19.05.2019;08 - 09;354,77
19.05.2019;09 - 10;360,35
19.05.2019;10 - 11;364,07
19.05.2019;11 - 12;370,93
19.05.2019;12 - 13;366,23
19.05.2019;13 - 14;360,65
19.05.2019;14 - 15;354,97
19.05.2019;15 - 16;351,05
19.05.2019;16 - 17;354,67
19.05.2019;17 - 18;363,58
19.05.2019;18 - 19;381,01
19.05.2019;19 - 20;400,79
19.05.2019;20 - 21;401,28
19.05.2019;21 - 22;398,64
19.05.2019;22 - 23;399,62
19.05.2019;23 - 00;381,31
20.05.2019;00 - 01;365,25
20.05.2019;01 - 02;342,73
20.05.2019;02 - 03;338,32
20.05.2019;03 - 04;334,21
20.05.2019;04 - 05;330,68
20.05.2019;05 - 06;373,38
20.05.2019;06 - 07;417,83
20.05.2019;07 - 08;428,41
20.05.2019;08 - 09;435,85
20.05.2019;09 - 10;431,93
20.05.2019;10 - 11;431,64
20.05.2019;11 - 12;429,98
20.05.2019;12 - 13;430,86
20.05.2019;13 - 14;430,37
20.05.2019;14 - 15;429,98
20.05.2019;15 - 16;426,84
20.05.2019;16 - 17;423,71
20.05.2019;17 - 18;430,17
20.05.2019;18 - 19;429
20.05.2019;19 - 20;427,82
20.05.2019;20 - 21;422,24
20.05.2019;21 - 22;420,67
20.05.2019;22 - 23;417,83
20.05.2019;23 - 00;377,88
21.05.2019;00 - 01;345,07
21.05.2019;01 - 02;337,62
21.05.2019;02 - 03;324,68
21.05.2019;03 - 04;308,7
21.05.2019;04 - 05;317,32
21.05.2019;05 - 06;346,83
21.05.2019;06 - 07;400,06
21.05.2019;07 - 08;423,88
21.05.2019;08 - 09;426,92
21.05.2019;09 - 10;425,74
21.05.2019;10 - 11;425,74
21.05.2019;11 - 12;424,96
21.05.2019;12 - 13;423,49
21.05.2019;13 - 14;424,67
21.05.2019;14 - 15;423,78
21.05.2019;15 - 16;416,63
21.05.2019;16 - 17;410,35
21.05.2019;17 - 18;417,22
21.05.2019;18 - 19;421,63
21.05.2019;19 - 20;421,14
21.05.2019;20 - 21;411,43
21.05.2019;21 - 22;406,14
21.05.2019;22 - 23;393,69
21.05.2019;23 - 00;356,34
22.05.2019;00 - 01;319,88
22.05.2019;01 - 02;318,31
22.05.2019;02 - 03;290,5
22.05.2019;03 - 04;284,03
22.05.2019;04 - 05;290,01
22.05.2019;05 - 06;343,78
22.05.2019;06 - 07;389,62
22.05.2019;07 - 08;415,38
22.05.2019;08 - 09;420,08
22.05.2019;09 - 10;420,96
22.05.2019;10 - 11;419,29
22.05.2019;11 - 12;415,38
22.05.2019;12 - 13;402,74
22.05.2019;13 - 14;396,08
22.05.2019;14 - 15;390,4
22.05.2019;15 - 16;378,55
22.05.2019;16 - 17;378,94
22.05.2019;17 - 18;392,07
22.05.2019;18 - 19;409,21
22.05.2019;19 - 20;414,4
22.05.2019;20 - 21;408,91
22.05.2019;21 - 22;406,76
22.05.2019;22 - 23;399,41
22.05.2019;23 - 00;378,26
23.05.2019;00 - 01;341
23.05.2019;01 - 02;317,38
23.05.2019;02 - 03;308,3
23.05.2019;03 - 04;303,33
23.05.2019;04 - 05;309,77
23.05.2019;05 - 06;348,61
23.05.2019;06 - 07;395,85
23.05.2019;07 - 08;413,22
23.05.2019;08 - 09;414,68
23.05.2019;09 - 10;398,77
23.05.2019;10 - 11;381,21
23.05.2019;11 - 12;377,01
23.05.2019;12 - 13;373,01
23.05.2019;13 - 14;372,52
23.05.2019;14 - 15;378,28
23.05.2019;15 - 16;380,72
23.05.2019;16 - 17;382,87
23.05.2019;17 - 18;402,68
23.05.2019;18 - 19;409,7
23.05.2019;19 - 20;411,27
23.05.2019;20 - 21;405,7
23.05.2019;21 - 22;408,83
23.05.2019;22 - 23;403,16
23.05.2019;23 - 00;393,21
24.05.2019;00 - 01;366,25
24.05.2019;01 - 02;342,83
24.05.2019;02 - 03;334,44
24.05.2019;03 - 04;332,69
24.05.2019;04 - 05;331,22
24.05.2019;05 - 06;351,13
24.05.2019;06 - 07;387,42
24.05.2019;07 - 08;421,18
24.05.2019;08 - 09;426,05
24.05.2019;09 - 10;422,74
24.05.2019;10 - 11;413,47
24.05.2019;11 - 12;385,76
24.05.2019;12 - 13;373,08
24.05.2019;13 - 14;361,37
24.05.2019;14 - 15;356,3
24.05.2019;15 - 16;354,05
24.05.2019;16 - 17;358,25
24.05.2019;17 - 18;368,98
24.05.2019;18 - 19;389,08
24.05.2019;19 - 20;395,32
24.05.2019;20 - 21;388,49
24.05.2019;21 - 22;385,08
24.05.2019;22 - 23;379,13
24.05.2019;23 - 00;370,25
25.05.2019;00 - 01;371,84
25.05.2019;01 - 02;353,88
25.05.2019;02 - 03;342,27
25.05.2019;03 - 04;332,12
25.05.2019;04 - 05;330,26
25.05.2019;05 - 06;322,94
25.05.2019;06 - 07;332,31
25.05.2019;07 - 08;342,66
25.05.2019;08 - 09;363,83
25.05.2019;09 - 10;365,98
25.05.2019;10 - 11;354,95
25.05.2019;11 - 12;350,37
25.05.2019;12 - 13;345,19
25.05.2019;13 - 14;333,58
25.05.2019;14 - 15;322,94
25.05.2019;15 - 16;316,11
25.05.2019;16 - 17;323,43
25.05.2019;17 - 18;342,66
25.05.2019;18 - 19;356,81
25.05.2019;19 - 20;368,91
25.05.2019;20 - 21;361
25.05.2019;21 - 22;359,34
25.05.2019;22 - 23;356,51
25.05.2019;23 - 00;347,54
26.05.2019;00 - 01;346,07
26.05.2019;01 - 02;318,99
26.05.2019;02 - 03;286,75
26.05.2019;03 - 04;278,48
26.05.2019;04 - 05;231,53
26.05.2019;05 - 06;182,63
26.05.2019;06 - 07;147,27
26.05.2019;07 - 08;187,7
26.05.2019;08 - 09;247,31
26.05.2019;09 - 10;287,14
26.05.2019;10 - 11;297,08
26.05.2019;11 - 12;313,64
26.05.2019;12 - 13;292,79
26.05.2019;13 - 14;277,21
26.05.2019;14 - 15;262,79
26.05.2019;15 - 16;262,6
26.05.2019;16 - 17;321,43
26.05.2019;17 - 18;341,2
26.05.2019;18 - 19;345
26.05.2019;19 - 20;356,79
26.05.2019;20 - 21;361,95
26.05.2019;21 - 22;356,4
26.05.2019;22 - 23;354,25
26.05.2019;23 - 00;326,59
27.05.2019;00 - 01;334,38
27.05.2019;01 - 02;303,31
27.05.2019;02 - 03;276,72
27.05.2019;03 - 04;279,25
27.05.2019;04 - 05;247,99
27.05.2019;05 - 06;333,9
27.05.2019;06 - 07;369,84
27.05.2019;07 - 08;392,34
27.05.2019;08 - 09;404,42
27.05.2019;09 - 10;400,72
27.05.2019;10 - 11;387,08
27.05.2019;11 - 12;382,5
27.05.2019;12 - 13;375,49
27.05.2019;13 - 14;370,42
27.05.2019;14 - 15;364,29
27.05.2019;15 - 16;361,17
27.05.2019;16 - 17;356,79
27.05.2019;17 - 18;375,1
27.05.2019;18 - 19;382,11
27.05.2019;19 - 20;388,15
27.05.2019;20 - 21;389,42
27.05.2019;21 - 22;389,42
27.05.2019;22 - 23;387,27
27.05.2019;23 - 00;364,68
28.05.2019;00 - 01;343,24
28.05.2019;01 - 02;333,49
28.05.2019;02 - 03;323,15
28.05.2019;03 - 04;328,81
28.05.2019;04 - 05;333,69
28.05.2019;05 - 06;344,7
28.05.2019;06 - 07;385,37
28.05.2019;07 - 08;390,73
28.05.2019;08 - 09;395,8
28.05.2019;09 - 10;395,61
28.05.2019;10 - 11;392,97
28.05.2019;11 - 12;389,76
28.05.2019;12 - 13;389,56
28.05.2019;13 - 14;387,03
28.05.2019;14 - 15;379,52
28.05.2019;15 - 16;374,35
28.05.2019;16 - 17;374,45
28.05.2019;17 - 18;380,2
28.05.2019;18 - 19;379,71
28.05.2019;19 - 20;379,61
28.05.2019;20 - 21;374,06
28.05.2019;21 - 22;374,45
28.05.2019;22 - 23;365,96
28.05.2019;23 - 00;343,24
29.05.2019;00 - 01;339,58
29.05.2019;01 - 02;332,47
29.05.2019;02 - 03;307,36
29.05.2019;03 - 04;318,75
29.05.2019;04 - 05;331,3
29.05.2019;05 - 06;344,93
29.05.2019;06 - 07;374,91
29.05.2019;07 - 08;396,22
29.05.2019;08 - 09;399,04
29.05.2019;09 - 10;396,32
29.05.2019;10 - 11;393,01
29.05.2019;11 - 12;388,92
29.05.2019;12 - 13;385,22
29.05.2019;13 - 14;375,88
29.05.2019;14 - 15;376,08
29.05.2019;15 - 16;371,31
29.05.2019;16 - 17;378,22
29.05.2019;17 - 18;373,93
29.05.2019;18 - 19;375,39
29.05.2019;19 - 20;375,1
29.05.2019;20 - 21;375,78
29.05.2019;21 - 22;376,17
29.05.2019;22 - 23;373,25
29.05.2019;23 - 00;351,94
30.05.2019;00 - 01;341,55
30.05.2019;01 - 02;327,79
30.05.2019;02 - 03;309,73
30.05.2019;03 - 04;269,91
30.05.2019;04 - 05;235,54
30.05.2019;05 - 06;203,33
30.05.2019;06 - 07;250,97
30.05.2019;07 - 08;316,47
30.05.2019;08 - 09;316,47
30.05.2019;09 - 10;333,94
30.05.2019;10 - 11;340,77
30.05.2019;11 - 12;340,58
30.05.2019;12 - 13;345,07
30.05.2019;13 - 14;335,6
30.05.2019;14 - 15;329,26
30.05.2019;15 - 16;316,47
30.05.2019;16 - 17;301,53
30.05.2019;17 - 18;293,43
30.05.2019;18 - 19;325,94
30.05.2019;19 - 20;341,75
30.05.2019;20 - 21;349,85
30.05.2019;21 - 22;359,13
